Event,CD45,CD45RA,CD19,CD11b,CD4,CD8,CD34,CD20,CD33,CD123,CD38,CD90,CD3,label,mean,median,clustered_label,x_y_label,clusterL1,clusterL2,point_x,point_y
100,3.3267152,-0.63732296,-0.004500987,0.23745577,0.6450741,-0.32473588,-0.22237992,1.3376116,4.7708483,0.9065005,3.8981462,0.41845298,-1.2709756,CD11b-_Monocyte_cells,1.006222254076923,0.41845298,3;2;0;1;,-0x1,0x1,,1/6,3/4
101,3.197615,-0.19701388,0.23547502,0.81455046,-0.04588432,-0.08088023,-0.013306336,0.9109707,3.9399495,0.3143119,5.0229363,0.2185093,1.5352666,CD11b-_Monocyte_cells,1.2194230779999997,0.3143119,3;2;0;1;,-0x1,0x1,,1/6,3/4
102,3.3802588,0.5360826,-0.06957663,-0.10900341,2.2060695,1.3920481,-0.10668286,-0.017924841,4.395723,2.2191682,5.0593724,-0.10043777,1.2417995,CD11b-_Monocyte_cells,1.540530506846154,1.2417995,3;2;0;1;,-0x1,0x1,,1/6,3/4
103,3.3734298,2.6107724,-0.115439124,0.18449001,2.9599226,-0.16255672,0.16130142,0.22802937,5.1281414,0.26839173,4.669734,-0.06713691,0.9836896,CD11b-_Monocyte_cells,1.5555976596923078,0.26839173,3;2;0;1;,-0x1,0x1,,1/6,3/4
104,3.8271992,-0.48244897,-0.14514157,0.17208281,1.8770671,0.14768516,-0.043525152,-0.06572379,4.7765417,1.4622039,4.2881756,-0.04037884,0.50069445,CD11b-_Monocyte_cells,1.2518793536923076,0.17208281,3;2;0;1;,-0x1,0x1,,1/6,3/4
105,2.6043277,2.7361944,-0.024464214,-0.3472479,-0.10396136,0.5701081,1.5332415,-0.075023346,4.2936683,1.5472022,4.8589387,0.6975165,1.9944358,CD11b-_Monocyte_cells,1.5603797215384614,1.5332415,3;2;1;0;,-1x0,1x0,,1/2,1/4
106,3.7859447,2.1384258,0.5157606,-0.31376716,2.347752,0.83365947,0.7976534,-0.35721695,4.9544096,2.446312,4.769457,0.46033302,0.09765126,CD11b-_Monocyte_cells,1.7289519030769231,0.83365947,3;2;0;1;,-0x1,0x1,,1/6,3/4
107,3.721645,0.36462614,-0.10098937,0.63056594,0.26379833,-0.16881798,-0.033892203,-0.13514516,4.777179,1.2172968,4.5354223,1.6241909,-0.8778335,CD11b-_Monocyte_cells,1.2167727843846152,0.36462614,3;2;0;1;,-0x1,0x1,,1/6,3/4
108,3.060004,1.9888719,0.40691277,-0.49649587,0.9717005,-0.14050387,1.3493246,0.2559151,4.207555,1.3187664,4.5637627,-0.14105272,1.5629398,CD11b-_Monocyte_cells,1.454438485384615,1.3187664,3;2;0;1;,-0x1,0x1,,1/6,3/4
109,3.1153183,1.9974475,-0.03211666,-0.1275686,0.15229292,-0.47514457,-0.024285989,-0.0858801,4.7761803,1.441993,5.11764,1.2650292,1.7226596,CD11b-_Monocyte_cells,1.4495049923846155,1.2650292,3;2;0;1;,-0x1,0x1,,1/6,3/4
110,3.477653,1.5985234,-0.29927462,0.4203807,0.21892881,-0.14021559,1.1019826,-0.15211615,4.6048784,2.1293483,4.5266767,0.7659174,-0.9220882,CD11b-_Monocyte_cells,1.3331226730769228,0.7659174,3;2;0;1;,-0x1,0x1,,1/6,3/4
111,2.6458263,1.3760364,0.06459523,0.19607443,0.8477352,0.20379873,0.89126575,-0.13938591,4.147574,1.8646437,4.938459,1.735084,3.1430292,CD11b-_Monocyte_cells,1.6857489253846154,1.3760364,3;2;0;1;,-0x1,0x1,,1/6,3/4
112,3.1198862,2.742328,0.92368186,-0.05158653,1.2345005,-0.037012346,0.80721366,-0.05140294,4.60173,1.7694001,5.4385114,0.650239,-1.2010483,CD11b-_Monocyte_cells,1.534341584923077,0.92368186,3;2;0;1;,-0x1,0x1,,1/6,3/4
113,3.5997415,0.2055103,0.29727507,0.5422603,1.2493832,-0.058591854,-0.026370047,-0.013619904,4.64921,1.145712,3.6355517,1.4801563,-0.40016374,CD11b-_Monocyte_cells,1.2543119096153847,0.5422603,3;2;0;1;,-0x1,0x1,,1/6,3/4
114,3.7006807,1.3496723,-0.080235966,0.5840663,0.9378477,0.8052913,-0.0809491,-0.08769535,4.1128526,1.5961218,5.055977,1.2937796,1.0513353,CD11b-_Monocyte_cells,1.5568264756923078,1.0513353,3;2;0;1;,-0x1,0x1,,1/6,3/4
115,3.0220435,-1.8905884,0.23980385,0.23389287,1.3546891,-0.05145058,-0.07423442,0.47277343,5.00824,0.6557401,5.240164,0.29906327,-1.4162697,CD11b-_Monocyte_cells,1.00722054,0.29906327,3;2;0;1;,-0x1,0x1,,1/6,3/4
116,3.4586813,3.099092,0.99328107,-0.17370781,2.3048697,-0.11183133,1.1412166,1.5694621,3.734421,2.2719495,5.656382,1.3673095,-1.8559443,CD11b-_Monocyte_cells,1.8042447176923078,1.5694621,3;2;1;0;,-1x0,1x0,,1/2,1/4
117,3.1382139,-0.7597393,-0.3548569,0.22306232,2.7748227,-0.03305074,0.643422,-0.13832675,4.639738,0.65613455,4.458361,1.8410575,1.1811311,CD11b-_Monocyte_cells,1.4053822599999999,0.65613455,3;2;0;1;,-0x1,0x1,,1/6,3/4
118,3.475015,-0.041912682,-0.12053031,0.22815515,1.1386664,-0.2928137,-0.13207418,-0.12414356,4.4355392,1.9834001,4.6712008,1.3951905,-0.80254024,CD11b-_Monocyte_cells,1.2163963444615382,0.22815515,3;2;0;1;,-0x1,0x1,,1/6,3/4
119,3.2227805,2.2823396,-0.32993293,0.7605126,1.698149,-0.14618167,0.18782774,0.8385908,4.323148,1.1614332,4.509201,0.9833006,1.9373655,CD11b-_Monocyte_cells,1.6483487646153845,1.1614332,3;2;0;1;,-0x1,0x1,,1/6,3/4
120,3.4800062,-0.2634372,-0.11709275,-0.16198553,0.77393496,0.56029904,-0.54359233,-0.16326624,3.9326868,2.1656609,4.643075,0.28371117,-0.52764577,CD11b-_Monocyte_cells,1.0817195576923078,0.28371117,3;2;0;1;,-0x1,0x1,,1/6,3/4
121,3.1300266,1.7235003,-0.18581422,0.54682577,1.5414768,0.68599546,1.3147904,-0.11290503,4.287479,2.1683137,4.94189,1.348089,-0.2685453,CD11b-_Monocyte_cells,1.6247017292307693,1.348089,3;2;0;1;,-0x1,0x1,,1/6,3/4
122,3.922915,0.8627269,-0.55581105,-0.07896967,2.317374,0.119620614,-0.040104713,0.7673179,4.440951,0.69831365,3.274799,1.8015534,1.2877841,CD11b-_Monocyte_cells,1.4475746254615383,0.8627269,3;2;0;1;,-0x1,0x1,,1/6,3/4
123,3.387046,1.2655076,0.6616951,0.53743505,2.712348,-9.981217e-05,-0.10457263,-0.15665925,4.0695953,1.3897629,3.9413009,2.2542355,0.8230781,CD11b-_Monocyte_cells,1.5985132890638463,1.2655076,3;2;0;1;,-0x1,0x1,,1/6,3/4
124,2.8677995,-0.46639928,0.19252616,-0.7870449,0.4241104,-0.060475383,0.81406474,-0.0736222,4.2674103,0.88624483,4.0347714,-0.44258586,-0.30295175,CD11b-_Monocyte_cells,0.8733729197692308,0.19252616,3;2;0;1;,-0x1,0x1,,1/6,3/4
125,2.8715842,1.3496104,0.29866716,0.31794283,0.34347996,0.026561946,1.2373506,0.94048536,4.452798,1.8027651,3.9054027,0.31564847,0.25199923,CD11b-_Monocyte_cells,1.393407381230769,0.94048536,3;2;0;1;,-0x1,0x1,,1/6,3/4
126,4.144353,2.3001637,1.1471493,0.39628336,2.1281843,-0.09025685,1.5058362,-0.00831376,4.4049544,2.8548093,3.8412335,0.42264682,0.04102998,CD11b-_Monocyte_cells,1.776005634615385,1.5058362,3;2;0;1;,-0x1,0x1,,1/6,3/4
127,3.0957835,1.1072093,-0.1197052,-0.56211406,0.5486548,-0.2827384,0.018295933,-0.11195937,4.4913764,2.4684312,4.977009,0.6392989,0.6932482,CD11b-_Monocyte_cells,1.3048300156153847,0.6392989,3;2;0;1;,-0x1,0x1,,1/6,3/4
128,3.3328843,0.1606789,0.28531277,0.2694655,0.021366132,0.6631994,1.3386487,-0.01991357,3.7298505,4.8624,5.236772,-0.06422857,0.17290246,CD11b-_Monocyte_cells,1.5376414247692305,0.28531277,3;2;0;1;,-0x1,0x1,,1/6,3/4
129,4.36842,-0.0919873,1.0886139,-0.06499392,2.9882705,0.19978262,-0.060336698,-0.05154431,4.8501544,-0.103312455,4.3383274,0.17535828,-0.64348316,CD11b-_Monocyte_cells,1.3071745582307694,0.17535828,3;2;0;1;,-0x1,0x1,,1/6,3/4
130,2.8341663,-0.48331913,-0.12179318,0.5322327,0.73393494,1.5262413,-0.086938664,-0.04854934,4.222497,1.7385151,4.754111,-0.13364427,-1.0993718,CD11b-_Monocyte_cells,1.1052370735384616,0.5322327,3;2;0;1;,-0x1,0x1,,1/6,3/4
131,3.7688148,0.19504254,-0.183473,0.47551626,0.6189323,-0.22436562,1.0007424,-0.096511796,4.319634,1.548091,3.1387162,-0.11063798,-0.1657357,CD11b-_Monocyte_cells,1.098828108,0.47551626,3;2;0;1;,-0x1,0x1,,1/6,3/4
132,3.0223343,1.6093082,-0.050171133,-0.22161074,2.0921588,1.611839,1.5337311,0.2252109,4.518823,2.465367,5.278547,0.93118066,-0.59631705,CD11b-_Monocyte_cells,1.7246462336153847,1.6093082,3;2;0;1;,-0x1,0x1,,1/6,3/4
133,3.1838279,2.6020534,0.030917997,0.19191124,1.3086944,1.602956,-0.12983114,-0.29530802,4.8069086,2.3778203,5.262845,-0.11744043,1.9645002,CD11b-_Monocyte_cells,1.7530658036153848,1.602956,3;2;0;1;,-0x1,0x1,,1/6,3/4
134,3.375622,1.0568712,-0.38954252,0.6271372,-0.0396581,-0.032724027,0.50446635,1.6084836,4.4430346,0.21664944,3.858688,0.83297825,-0.85828567,CD11b-_Monocyte_cells,1.1695169479230765,0.6271372,3;2;0;1;,-0x1,0x1,,1/6,3/4
135,2.646055,1.2373105,-0.35783404,0.7020476,-0.055027485,-0.028891549,0.31369373,-0.08850548,4.6903186,2.0872512,4.986263,0.70781314,2.2572832,CD11b-_Monocyte_cells,1.4690598012307692,0.70781314,3;2;0;1;,-0x1,0x1,,1/6,3/4
136,3.5942323,-0.24491988,-0.065593414,-0.11060279,0.38271427,0.7124641,0.060430788,-0.03847294,4.302211,2.162366,4.4044385,0.6353617,-1.3587848,CD11b-_Monocyte_cells,1.1104496026153845,0.38271427,3;2;0;1;,-0x1,0x1,,1/6,3/4
137,3.8124144,0.09255261,-0.26561922,0.7138171,0.8065427,-0.15902682,-0.0040888926,-0.10270215,4.7916365,0.79158103,4.375714,0.20264675,0.8946071,CD11b-_Monocyte_cells,1.2269288544153847,0.7138171,3;2;0;1;,-0x1,0x1,,1/6,3/4
138,3.4799933,1.037263,-0.37671265,0.46618578,2.4975576,0.18179041,1.5980163,0.5536341,4.335284,1.9683228,3.956282,1.5925153,0.9165723,CD11b-_Monocyte_cells,1.7082080184615382,1.5925153,3;2;0;1;,-0x1,0x1,,1/6,3/4
139,3.3649101,-0.000804405,-0.0779142,-0.12599896,1.697985,-0.020471372,0.40472996,-0.37676066,3.9237678,2.3611932,4.5585213,-0.074832134,-0.38098177,CD11b-_Monocyte_cells,1.1733341430000002,-0.000804405,3;2;0;1;,-0x1,0x1,,1/6,3/4
140,3.3812537,0.89060724,-0.023489995,0.45505053,2.1967452,0.5688237,-0.13232026,0.2248302,4.211966,0.50842226,3.9040654,1.9583668,-0.5101092,CD11b-_Monocyte_cells,1.3564778134615385,0.5688237,3;2;0;1;,-0x1,0x1,,1/6,3/4
141,3.3428462,1.5532451,-0.030522041,-0.12289945,2.0810099,2.186591,-0.09505021,0.16807799,4.719821,1.5846176,5.040225,1.4908708,1.100078,CD11b-_Monocyte_cells,1.770685453,1.5532451,3;2;0;1;,-0x1,0x1,,1/6,3/4
142,4.3976197,2.0454757,-0.14300294,0.7727352,3.239896,1.1837609,0.7152574,0.64344203,4.887755,0.9722609,3.9040709,0.07043007,1.1593418,CD11b-_Monocyte_cells,1.8345417430769229,1.1593418,3;2;0;1;,-0x1,0x1,,1/6,3/4
143,3.728368,1.8080591,1.0703954,-0.14086267,2.9041595,-0.16918789,1.0502971,0.74806625,4.8437076,2.2187796,4.2862015,0.7165161,0.8833194,CD11b-_Monocyte_cells,1.8421399223076924,1.0703954,3;2;0;1;,-0x1,0x1,,1/6,3/4
144,3.408757,0.68985,0.23758565,0.5106675,1.1926258,-0.04972586,-0.058794565,-0.1527127,4.934752,1.6628176,4.7494187,-0.02536546,-0.2627227,CD11b-_Monocyte_cells,1.2951656126923075,0.5106675,3;2;0;1;,-0x1,0x1,,1/6,3/4
145,2.617162,0.9177305,0.9621036,0.40868002,-0.054436985,-0.07783064,0.586411,-0.08637218,4.2535195,1.8210541,4.962387,0.75004303,0.40299597,CD11b-_Monocyte_cells,1.3433420703846153,0.75004303,3;2;0;1;,-0x1,0x1,,1/6,3/4
146,3.2903676,0.9318949,0.5690459,0.5412353,1.4071434,-0.25959024,0.23117793,0.16763425,4.202138,0.49678522,4.6995273,0.6660236,1.0215822,CD11b-_Monocyte_cells,1.3819204123076925,0.6660236,3;2;0;1;,-0x1,0x1,,1/6,3/4
147,3.0849638,2.6276276,-0.28163576,0.10364341,1.9512639,-0.03602366,0.47102585,1.206914,4.305508,0.99061275,4.633064,1.0967972,1.7501218,CD11b-_Monocyte_cells,1.6849140684615382,1.206914,3;2;0;1;,-0x1,0x1,,1/6,3/4
148,2.8541148,-0.085704006,-0.18296008,-0.00029723748,2.2688694,-0.049482476,-0.5022378,-0.02502708,4.0961246,0.8613331,4.5083246,0.4527397,1.1049479,CD11b-_Monocyte_cells,1.1769804169630769,0.4527397,3;2;0;1;,-0x1,0x1,,1/6,3/4
149,3.8711445,1.8548405,-0.062419463,-0.117510065,1.3660532,-0.0065000732,0.84182423,0.3162029,4.322087,-0.025014954,5.3000803,0.20391864,-0.80629057,CD11b-_Monocyte_cells,1.3121858572923075,0.3162029,3;2;0;1;,-0x1,0x1,,1/6,3/4
150,3.8600247,-0.1055244,-0.024110263,-0.07844317,1.9728343,-0.122067526,0.12710917,1.0377612,3.9912682,0.36599976,5.0144854,0.89357996,-0.3722501,CD11b-_Monocyte_cells,1.2738974793076923,0.36599976,3;2;0;1;,-0x1,0x1,,1/6,3/4
151,3.2391484,-0.03675025,-0.09755462,-0.07151382,0.96273845,-0.06825514,0.5000209,0.7000119,4.3227367,2.3626375,3.6572983,-0.0445884,1.7773933,CD11b-_Monocyte_cells,1.3233325553846156,0.7000119,3;2;0;1;,-0x1,0x1,,1/6,3/4
152,3.7099905,2.7138398,-0.15498514,-0.06623576,-0.15193601,-0.04239578,-0.13317758,0.56006163,4.845422,0.8681114,4.777928,1.0779201,1.2873975,CD11b-_Monocyte_cells,1.4839954353846154,0.8681114,3;2;0;1;,-0x1,0x1,,1/6,3/4
153,2.6811671,0.93326455,0.36069927,-0.08249028,0.5009995,-0.4603817,1.6312765,0.89634544,4.790637,0.84745413,4.900014,1.3058739,-0.56505823,CD11b-_Monocyte_cells,1.3646000907692308,0.89634544,3;2;0;1;,-0x1,0x1,,1/6,3/4
154,2.9500265,0.63740605,-0.06268762,0.1461493,1.4797761,0.24760911,-0.11116963,0.28395662,4.2567143,2.6443315,4.6168866,-0.09584351,0.27505985,CD11b-_Monocyte_cells,1.3283242438461538,0.28395662,3;2;0;1;,-0x1,0x1,,1/6,3/4
155,2.8870199,0.4683639,-0.34498647,-0.28011513,1.9098871,-0.23232907,0.58472914,0.49481076,4.464468,1.8547597,4.913772,-0.036298007,1.519978,CD11b-_Monocyte_cells,1.4003122940769233,0.58472914,3;2;0;1;,-0x1,0x1,,1/6,3/4
156,3.5365043,1.4443351,-0.14849894,-0.04032329,1.7853757,0.9963959,1.058119,0.2860298,4.6065707,1.381843,5.437454,1.037141,-0.49253404,CD11b-_Monocyte_cells,1.6068009407692305,1.058119,3;2;0;1;,-0x1,0x1,,1/6,3/4
157,2.7902765,1.3775692,0.70785266,0.73868996,2.1334434,-0.17116998,-0.036381263,-0.043141164,4.555758,0.7727777,4.7386813,0.46045968,-0.9687894,CD11b-_Monocyte_cells,1.3120020456153847,0.73868996,3;2;0;1;,-0x1,0x1,,1/6,3/4
158,3.5358512,-0.9111274,0.120142624,0.19819054,0.76247615,-0.44619438,0.39892122,1.0440356,4.6468654,1.4745675,4.569601,0.20162417,-0.08154521,CD11b-_Monocyte_cells,1.1933391087692309,0.39892122,3;2;0;1;,-0x1,0x1,,1/6,3/4
159,3.6953216,2.6292722,-0.01184822,-0.31622067,2.3399677,-0.15543103,1.2239202,-0.24484651,3.9419966,1.7608657,5.1230063,0.32588077,1.2213554,CD11b-_Monocyte_cells,1.65640308,1.2239202,3;2;0;1;,-0x1,0x1,,1/6,3/4
160,2.9664884,0.74998754,0.30211288,0.027415974,2.1963253,-0.3463821,0.33645993,0.29220015,4.437782,1.1340041,3.7569075,0.99810404,0.60354775,CD11b-_Monocyte_cells,1.3426887280000002,0.74998754,3;2;0;1;,-0x1,0x1,,1/6,3/4
161,2.9041505,0.5623272,-0.14314151,-0.14897884,1.4484738,-0.02757564,-0.12033237,-0.30676174,4.3206635,2.59561,4.5312457,1.862926,-0.95228004,CD11b-_Monocyte_cells,1.2712558892307693,0.5623272,3;2;0;1;,-0x1,0x1,,1/6,3/4
162,3.9105263,-0.1658809,-0.1021952,-0.15871914,1.8120853,1.0561358,-0.05899055,0.4353799,4.5199986,-0.10978777,4.3839183,0.22686547,0.8567513,CD11b-_Monocyte_cells,1.2773913392307692,0.4353799,3;2;0;1;,-0x1,0x1,,1/6,3/4
163,3.3357482,0.029603174,-0.360406,0.4934887,1.7139424,-0.11441346,0.19981974,-0.07052159,4.0642843,-0.102183074,4.7914577,1.2878712,0.7895066,CD11b-_Monocyte_cells,1.2352459915384615,0.4934887,3;2;0;1;,-0x1,0x1,,1/6,3/4
164,3.6332946,0.92834735,-0.33678475,-0.049935218,-0.38778627,-0.26985848,0.6422386,-0.096881546,4.0325594,2.218235,4.464251,0.33378243,-0.2554377,CD11b-_Monocyte_cells,1.142771108923077,0.33378243,3;2;0;1;,-0x1,0x1,,1/6,3/4
165,3.4213264,1.3898425,-0.01586175,0.09193395,2.4158404,0.40190297,0.40211833,-0.14095534,5.1772532,2.6256793,4.989448,-0.10622053,1.2133178,CD11b-_Monocyte_cells,1.6819711715384615,1.2133178,3;2;0;1;,-0x1,0x1,,1/6,3/4
166,3.9476063,1.3774866,0.83400416,0.6686516,1.2427744,-0.09760305,0.74508244,0.21559592,4.618144,1.1814964,5.0040345,1.0649525,1.2181114,CD11b-_Monocyte_cells,1.6938720900000002,1.1814964,3;2;0;1;,-0x1,0x1,,1/6,3/4
167,2.7949176,1.7747141,-0.3691488,0.29702193,0.39014366,1.0491394,0.33926404,0.34108585,4.1981454,2.719688,5.313339,-0.13185248,-3.1712613,CD11b-_Monocyte_cells,1.1957843384615385,0.39014366,3;2;0;1;,-0x1,0x1,,1/6,3/4
168,2.7317407,-0.40489337,-0.13193063,-0.0559239,2.016615,-0.4073712,1.27676,0.8124225,4.8555365,1.5015403,5.0921474,-0.13246086,1.0060451,CD11b-_Monocyte_cells,1.3969405800000003,1.0060451,3;2;0;1;,-0x1,0x1,,1/6,3/4
169,3.0673747,1.4169443,1.1293558,0.45910835,1.7602398,-0.4812548,0.25579488,0.64215004,4.4700127,-0.13248973,4.5616946,0.024708774,0.1057219,CD11b-_Monocyte_cells,1.3291816395384615,0.64215004,3;2;0;1;,-0x1,0x1,,1/6,3/4
170,2.9713326,0.6347538,-0.16168003,0.22626929,0.62103605,1.3564888,-0.08161986,-0.060746983,4.847378,1.4582453,4.999898,0.28662017,2.3350086,CD11b-_Monocyte_cells,1.494844902846154,0.6347538,3;2;0;1;,-0x1,0x1,,1/6,3/4
171,3.6901019,2.213026,-0.18856744,-0.016438464,-0.19777839,0.11498027,1.7857578,0.27240205,5.051535,-0.0023428807,4.4187326,1.451143,1.2392901,CD11b-_Monocyte_cells,1.525526272715385,1.2392901,3;2;0;1;,-0x1,0x1,,1/6,3/4
172,3.6252222,0.17809744,-0.076842345,0.20220979,2.9049032,0.8536059,0.24467796,1.1642553,4.6106815,0.6770331,5.220073,1.145236,-2.1677816,CD11b-_Monocyte_cells,1.4293362649999999,0.8536059,3;2;0;1;,-0x1,0x1,,1/6,3/4
173,3.2630286,1.9725822,1.1021981,0.2261222,-0.109285176,-0.14453776,1.0109019,-0.1335862,4.6096873,1.9457377,4.7014575,1.5066907,1.1352537,CD11b-_Monocyte_cells,1.6220192895384615,1.1352537,3;2;0;1;,-0x1,0x1,,1/6,3/4
174,2.7278285,1.9931545,-0.35090166,-0.19932865,0.33953303,1.8947084,-0.09853154,1.7910808,4.152077,1.3528912,4.784978,0.16425495,1.4919039,CD11b-_Monocyte_cells,1.54181911,1.4919039,3;2;0;1;,-0x1,0x1,,1/6,3/4
175,3.6927757,0.5442443,-0.17826688,0.45147094,1.8461896,0.911437,0.264435,0.22216728,4.1404166,1.0896044,5.3085256,1.5578682,1.1199063,CD11b-_Monocyte_cells,1.6131364646153847,1.0896044,3;2;0;1;,-0x1,0x1,,1/6,3/4
176,3.2380652,2.8714242,-0.119368844,0.18851991,2.3462918,-0.066991605,1.1548083,-0.10991341,4.413274,1.1399786,4.9760766,1.3644987,0.98267245,CD11b-_Monocyte_cells,1.7214873769999994,1.1548083,3;2;0;1;,-0x1,0x1,,1/6,3/4
177,2.1883585,1.8000789,-0.02169988,0.85018253,1.7786216,0.296891,-0.110606804,1.2010076,4.5265536,2.165767,4.456053,0.27106133,1.0063753,CD11b-_Monocyte_cells,1.5698956673846152,1.2010076,3;2;0;1;,-0x1,0x1,,1/6,3/4
178,3.7818656,-0.18313982,0.7688834,0.73173946,0.43808848,1.4209964,-0.03815597,-0.12510756,4.6394033,-0.08544834,4.323866,0.49226648,0.8357218,CD11b-_Monocyte_cells,1.307767633076923,0.73173946,3;2;0;1;,-0x1,0x1,,1/6,3/4
179,4.056601,0.5957995,-0.14975221,-0.29620808,2.6508713,0.50851345,0.9473275,1.1196392,4.471272,3.1292176,3.3582926,0.46220505,-0.16743712,CD11b-_Monocyte_cells,1.5912570607692307,0.9473275,3;2;0;1;,-0x1,0x1,,1/6,3/4
180,3.4604204,2.243449,-0.03956851,0.016396679,2.0235205,0.65994424,-0.054706372,-0.030912211,4.624301,0.43130073,4.5324287,-0.12437487,-0.50685966,CD11b-_Monocyte_cells,1.325795355846154,0.43130073,3;2;0;1;,-0x1,0x1,,1/6,3/4
181,2.8391693,0.63415045,-0.0021910444,-0.5555982,1.255117,-0.16725253,0.3479563,0.20670885,4.2727327,1.8831502,4.243243,0.50842357,-1.2656728,CD11b-_Monocyte_cells,1.0923028304307691,0.50842357,3;2;0;1;,-0x1,0x1,,1/6,3/4
182,3.4317942,0.079988144,-0.16586326,0.29965162,2.0538409,-0.088127285,0.30636415,0.5331757,4.2096243,1.3946759,4.1465054,1.8726914,-0.15612078,CD11b-_Monocyte_cells,1.3783231068461541,0.5331757,3;2;0;1;,-0x1,0x1,,1/6,3/4
183,4.1744056,-0.6274755,-0.063990675,-0.015877202,2.3484972,-0.13414387,0.24984999,-0.009036579,4.1533623,-0.10292659,4.870373,0.7155449,0.41701812,CD11b-_Monocyte_cells,1.2288923610769231,0.24984999,3;2;0;1;,-0x1,0x1,,1/6,3/4
184,4.3648534,1.1812149,-0.1491218,0.14693372,2.6954343,-0.24040605,-0.10603621,-0.08748457,5.0764394,4.675656,4.051288,1.003448,0.67301625,CD11b-_Monocyte_cells,1.7911719492307692,1.003448,3;2;0;1;,-0x1,0x1,,1/6,3/4
185,3.4972596,0.8632822,-0.13761632,0.8427445,2.6433556,0.014661877,0.197645,-0.008315058,4.5070825,-1.749615,4.5738587,-0.08900222,-0.3485716,CD11b-_Monocyte_cells,1.1389822906923077,0.197645,3;2;0;1;,-0x1,0x1,,1/6,3/4
186,3.1667833,0.32769307,-0.009140826,-0.118842244,0.45196995,-0.30212593,-0.10131501,1.7529068,3.9508781,-0.7209164,3.78164,-0.09355244,-1.5521083,CD11b-_Monocyte_cells,0.8102976976923076,-0.009140826,3;2;0;1;,-0x1,0x1,,1/6,3/4
187,2.5409002,0.9363091,-0.010947424,-0.09693373,-0.10048664,-0.6209545,-0.041331667,-0.11636566,4.7731876,0.64530367,5.2185607,1.3347085,3.1123624,CD11b-_Monocyte_cells,1.351870196076923,0.64530367,3;2;0;1;,-0x1,0x1,,1/6,3/4
188,3.3804023,1.4338338,0.66179854,0.53983295,2.288315,1.1770923,0.20109336,1.4343084,4.092225,1.468813,5.3178806,0.4855891,1.3920485,CD11b-_Monocyte_cells,1.8364025269230768,1.4338338,3;2;0;1;,-0x1,0x1,,1/6,3/4
189,3.3391037,0.21354048,1.0697485,-0.0657702,2.358648,-0.0858039,0.90958595,0.99129784,3.8140373,3.3435867,3.7599273,-0.13761418,-1.376919,CD11b-_Monocyte_cells,1.3948744992307691,0.99129784,3;2;0;1;,-0x1,0x1,,1/6,3/4
190,3.5568964,0.5880238,1.0695548,0.61974674,1.3485489,0.68444,-0.0048089656,0.12932712,4.0204115,1.0958319,4.6280475,1.3889838,1.4534934,CD11b-_Monocyte_cells,1.5829612995692306,1.0958319,3;2;0;1;,-0x1,0x1,,1/6,3/4
191,3.1745758,2.1844964,0.35239318,-0.04725192,1.7348613,0.24385594,0.1997601,-0.13675661,4.719929,1.2850453,4.889463,1.3622631,0.1783309,CD11b-_Monocyte_cells,1.5493050376923074,1.2850453,3;2;0;1;,-0x1,0x1,,1/6,3/4
192,3.6260629,0.33107275,-0.029779896,0.3446324,1.8217989,-0.01996038,-0.12786686,0.75642,4.2104044,0.97985464,4.6171494,0.20306306,1.3252025,CD11b-_Monocyte_cells,1.3875426010769232,0.75642,3;2;0;1;,-0x1,0x1,,1/6,3/4
193,3.217449,0.019243985,-0.18649417,-0.16821685,2.339783,0.40639734,0.8170885,0.55423474,4.554886,1.3811054,4.7564096,0.3283723,0.639515,CD11b-_Monocyte_cells,1.4353672188461535,0.639515,3;2;0;1;,-0x1,0x1,,1/6,3/4
194,4.0978093,-0.2583931,0.38112888,0.8115959,2.004251,-0.58737344,0.9598575,0.25981393,4.743534,0.12817965,3.9178011,1.6035862,0.8930531,CD11b-_Monocyte_cells,1.4580649246153843,0.8930531,3;2;0;1;,-0x1,0x1,,1/6,3/4
195,3.2421026,0.12627096,-0.013967,0.7430247,1.5748997,-0.19838022,-0.02915611,0.2035865,4.3346806,0.004351619,3.9727876,1.1700386,-0.5028468,CD11b-_Monocyte_cells,1.1251840576153846,0.2035865,3;2;0;1;,-0x1,0x1,,1/6,3/4
196,3.0299206,-0.078993745,-0.62420464,0.61711913,1.1365192,0.6322441,0.7686196,-0.21966515,4.3757744,1.8650022,4.9004655,0.0074202893,1.714826,CD11b-_Monocyte_cells,1.3942344218692306,0.7686196,3;2;0;1;,-0x1,0x1,,1/6,3/4
197,2.9059374,1.6965779,0.36351827,-0.042384405,2.0114079,0.55972457,0.4705572,-0.1480345,5.07314,1.5424738,4.8616614,0.039009847,1.9693542,CD11b-_Monocyte_cells,1.638687967846154,1.5424738,3;2;0;1;,-0x1,0x1,,1/6,3/4
198,3.9033394,1.0627376,0.7150092,0.7865654,1.2680687,-0.21599384,-0.049466476,0.9113407,5.0749826,2.201297,4.1367598,1.2529655,1.0560321,CD11b-_Monocyte_cells,1.7002798218461537,1.0627376,3;2;0;1;,-0x1,0x1,,1/6,3/4
199,2.9514332,1.0115021,1.346487,-0.38233948,-0.13770826,-0.10767356,0.48718193,0.67168146,4.891508,2.259012,4.501897,0.5820459,0.18470559,CD11b-_Monocyte_cells,1.4045948369230767,0.67168146,3;2;0;1;,-0x1,0x1,,1/6,3/4
